,playerID,nameFirst,nameLast,debut,finalGame,G,AB,R,H,2B,3B,HR,RBI,SB,BB,SO,HBP,SH,SF,Years_Played,Af,Ef,DPf,HoF,Most Valuable Player,AS_games,Gold Glove,Rookie of the Year,World Series MVP,Silver Slugger,G_all,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,pre1920,1920-41,1942-45,1946-62,1963-76,1977-92,1993-2009,post2009,G_p_percent,G_c_percent,G_1b_percent,G_2b_percent,G_3b_percent,G_ss_percent,G_lf_percent,G_cf_percent,G_rf_percent,G_of_percent,G_dh_percent,pre1920_percent,1920-41_percent,1942-45_percent,1946-62_percent,1963-76_percent,1977-92_percent,1993-2009_percent,post2009_percent,throws_R,bats_R,debutYear,finalYear,AVE,OBP,Slug_Percent,OPS
1468,blairpa01,Paul,Blair,1964-09-09,1980-06-20,1947,6042,776,1513,282,55,134,620.0,171.0,449,877.0,23.0,108.0,51.0,17,115.0,57.0,27.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,1947,0,0,0,5,5,4,31,1802,62,1880,5.0,0,0,0,0,1700,247,0,0,0.0,0.0,0.0,0.0025680534155110425,0.0025680534155110425,0.002054442732408834,0.015921931176168466,0.9255264509501797,0.03184386235233693,0.965588084232152,0.0025680534155110425,0.0,0.0,0.0,0.0,0.8731381612737545,0.1268618387262455,0.0,0.0,1,1,1964.0,1980.0,0.2504137702747435,0.2974674059643339,0.38182720953326715,0.6792946154976011
1472,blakeca01,Casey,Blake,1999-08-14,2011-08-31,1265,4500,644,1186,264,18,167,616.0,36.0,445,1037.0,72.0,27.0,47.0,13,1753.0,125.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265,0,0,116,1,923,1,4,0,238,242,16.0,0,0,0,0,0,0,1056,209,0.0,0.0,0.091699604743083,0.0007905138339920949,0.7296442687747036,0.0007905138339920949,0.0031620553359683794,0.0,0.18814229249011857,0.19130434782608696,0.012648221343873518,0.0,0.0,0.0,0.0,0.0,0.0,0.8347826086956521,0.16521739130434782,1,1,1999.0,2011.0,0.26355555555555554,0.3345118837163622,0.44155555555555553,0.7760674392719178
1474,blakeha01,Harry,Blake,1894-07-07,1899-10-09,527,1880,299,474,67,22,8,253.0,55.0,231,139.0,7.0,64.0,0.0,6,105.0,64.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527,0,1,3,4,0,2,12,132,373,515,0.0,527,0,0,0,0,0,0,0,0.0,0.0018975332068311196,0.0056925996204933585,0.007590132827324478,0.0,0.003795066413662239,0.022770398481973434,0.2504743833017078,0.7077798861480076,0.9772296015180265,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1894.0,1899.0,0.2521276595744681,0.32630614115490375,0.32393617021276594,0.6502423113676696
1475,blakeli01,Linc,Blakely,1934-04-29,1934-06-27,34,102,11,23,1,1,0,10.0,1.0,5,14.0,1.0,2.0,0.0,1,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,0,0,0,0,0,7,22,0,28,0.0,0,34,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.20588235294117646,0.6470588235294118,0.0,0.8235294117647058,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1934.0,1934.0,0.22549019607843138,0.2636363636363636,0.2549019607843137,0.5185383244206774
1477,blakibo01,Bob,Blakiston,1882-05-02,1884-10-15,154,594,87,142,14,4,0,0.0,0.0,30,0.0,0.0,0.0,0.0,3,124.0,76.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,0,0,12,2,41,1,2,66,37,104,0.0,154,0,0,0,0,0,0,0,0.0,0.0,0.07792207792207792,0.012987012987012988,0.2662337662337662,0.006493506493506494,0.012987012987012988,0.42857142857142855,0.24025974025974026,0.6753246753246753,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1882.0,1884.0,0.23905723905723905,0.27564102564102566,0.2760942760942761,0.5517353017353017
1478,blaloha01,Hank,Blalock,2002-04-01,2010-06-27,936,3567,507,959,198,17,153,542.0,14.0,313,720.0,19.0,2.0,27.0,9,1305.0,80.0,220.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,936,0,0,101,4,699,0,0,0,2,2,113.0,0,0,0,0,0,0,910,26,0.0,0.0,0.10790598290598291,0.004273504273504274,0.7467948717948718,0.0,0.0,0.0,0.002136752136752137,0.002136752136752137,0.12072649572649573,0.0,0.0,0.0,0.0,0.0,0.0,0.9722222222222222,0.027777777777777776,1,0,2002.0,2010.0,0.26885337818895433,0.32866598778004075,0.4625735912531539,0.7912395790331946
1480,blancan01,Andres,Blanco,2004-04-17,2017-09-12,536,1191,137,305,73,9,18,109.0,5.0,79,202.0,18.0,26.0,7.0,10,815.0,41.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536,1,0,31,178,98,135,1,0,1,2,4.0,0,0,0,0,0,0,131,405,0.0018656716417910447,0.0,0.05783582089552239,0.332089552238806,0.1828358208955224,0.251865671641791,0.0018656716417910447,0.0,0.0018656716417910447,0.0037313432835820895,0.007462686567164179,0.0,0.0,0.0,0.0,0.0,0.0,0.24440298507462688,0.7555970149253731,1,0,2004.0,2017.0,0.25608732157850544,0.30431491294473884,0.3778337531486146,0.6821486660933535
1481,blancda01,Damaso,Blanco,1972-05-26,1974-06-02,72,33,9,7,1,0,0,2.0,3.0,5,6.0,0.0,0.0,1.0,3,26.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,5,26,13,0,0,0,0,0.0,0,0,0,0,72,0,0,0,0.0,0.0,0.0,0.06944444444444445,0.3611111111111111,0.18055555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1972.0,1974.0,0.21212121212121213,0.3076923076923077,0.24242424242424243,0.5501165501165501
1483,blancgr01,Gregor,Blanco,2008-03-30,2018-09-30,1060,2929,394,746,118,39,26,235.0,122.0,363,661.0,15.0,26.0,15.0,10,30.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060,0,0,0,0,0,0,422,442,139,915,2.0,0,0,0,0,0,0,168,892,0.0,0.0,0.0,0.0,0.0,0.0,0.39811320754716983,0.4169811320754717,0.1311320754716981,0.8632075471698113,0.0018867924528301887,0.0,0.0,0.0,0.0,0.0,0.0,0.15849056603773584,0.8415094339622642,0,0,2008.0,2018.0,0.25469443496073746,0.33572281959378736,0.3482417207237965,0.6839645403175838
1486,blancos01,Ossie,Blanco,1970-05-26,1974-06-09,52,102,5,20,0,0,0,10.0,0.0,10,18.0,0.0,0.0,2.0,2,12.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0,0,38,0,0,0,1,0,0,1,1.0,0,0,0,0,52,0,0,0,0.0,0.0,0.7307692307692307,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.019230769230769232,0.019230769230769232,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1970.0,1974.0,0.19607843137254902,0.2631578947368421,0.19607843137254902,0.45923632610939114
1487,blancto01,Tony,Blanco,2005-04-04,2005-09-24,56,62,7,11,3,0,1,7.0,1.0,2,19.0,1.0,0.0,0.0,1,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,0,0,3,0,5,0,9,0,2,11,1.0,0,0,0,0,0,0,56,0,0.0,0.0,0.05357142857142857,0.0,0.08928571428571429,0.0,0.16071428571428573,0.0,0.03571428571428571,0.19642857142857142,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2005.0,2005.0,0.1774193548387097,0.2153846153846154,0.27419354838709675,0.48957816377171215
1488,blandal01,Alex,Blandino,2018-04-10,2018-07-20,69,128,14,30,4,0,1,8.0,0.0,13,41.0,4.0,2.0,0.0,1,63.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,1,0,1,21,15,11,1,0,1,2,0.0,0,0,0,0,0,0,0,69,0.014492753623188406,0.0,0.014492753623188406,0.30434782608695654,0.21739130434782608,0.15942028985507245,0.014492753623188406,0.0,0.014492753623188406,0.028985507246376812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2018.0,2018.0,0.234375,0.3197278911564626,0.2890625,0.6087903911564626
1496,blankky01,Kyle,Blanks,2009-06-19,2015-06-16,278,827,110,199,42,2,33,111.0,6.0,83,275.0,18.0,0.0,5.0,7,51.0,6.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278,0,0,93,0,0,0,125,0,60,172,8.0,0,0,0,0,0,0,54,224,0.0,0.0,0.3345323741007194,0.0,0.0,0.0,0.44964028776978415,0.0,0.2158273381294964,0.6187050359712231,0.02877697841726619,0.0,0.0,0.0,0.0,0.0,0.0,0.19424460431654678,0.8057553956834532,1,1,2009.0,2015.0,0.24062877871825877,0.3215434083601286,0.4159613059250302,0.7375047142851588
1497,blankla01,Larvell,Blanks,1972-07-19,1980-08-03,629,1766,203,446,57,14,20,172.0,9.0,132,178.0,3.0,30.0,22.0,9,1340.0,83.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629,0,0,0,124,71,407,0,0,0,0,11.0,0,0,0,0,298,331,0,0,0.0,0.0,0.0,0.1971383147853736,0.11287758346581876,0.6470588235294118,0.0,0.0,0.0,0.0,0.017488076311605722,0.0,0.0,0.0,0.0,0.4737678855325914,0.5262321144674086,0.0,0.0,1,1,1972.0,1980.0,0.25254813137032844,0.2974910394265233,0.3346545866364666,0.6321456260629899
1498,blankla02,Lance,Blankenship,1988-09-04,1993-08-15,461,1050,176,233,48,3,9,92.0,54.0,200,218.0,11.0,25.0,6.0,6,532.0,20.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461,0,0,14,190,42,2,71,66,71,198,34.0,0,0,0,0,0,367,94,0,0.0,0.0,0.03036876355748373,0.4121475054229935,0.0911062906724512,0.004338394793926247,0.1540130151843818,0.14316702819956617,0.1540130151843818,0.42950108459869846,0.0737527114967462,0.0,0.0,0.0,0.0,0.0,0.7960954446854663,0.2039045553145336,0.0,1,1,1988.0,1993.0,0.2219047619047619,0.34365325077399383,0.29904761904761906,0.6427008698216129
1503,blashja01,Jabari,Blash,2016-04-04,2018-09-30,123,274,35,51,9,0,8,22.0,4.0,44,124.0,4.0,0.0,2.0,3,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,0,0,0,0,0,0,28,0,65,90,1.0,0,0,0,0,0,0,0,123,0.0,0.0,0.0,0.0,0.0,0.0,0.22764227642276422,0.0,0.5284552845528455,0.7317073170731707,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2016.0,2018.0,0.18613138686131386,0.3055555555555556,0.30656934306569344,0.6121248986212491
1504,blasido01,Don,Blasingame,1955-09-20,1966-08-27,1444,5296,731,1366,178,62,21,308.0,105.0,552,462.0,15.0,62.0,13.0,12,3696.0,158.0,866.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1444,0,0,0,1310,4,52,0,0,0,0,0.0,0,0,0,1005,439,0,0,0,0.0,0.0,0.0,0.907202216066482,0.002770083102493075,0.036011080332409975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.695983379501385,0.30401662049861494,0.0,0.0,0.0,1,0,1955.0,1966.0,0.25793051359516617,0.32553048164365106,0.32685045317220546,0.6523809348158565
1508,blatnjo01,Johnny,Blatnik,1948-04-21,1950-05-14,138,447,59,113,27,8,6,46.0,3.0,40,83.0,2.0,5.0,0.0,3,10.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,0,0,0,0,0,0,108,0,7,115,0.0,0,0,0,138,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174,0.0,0.050724637681159424,0.8333333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1948.0,1950.0,0.25279642058165547,0.31376518218623484,0.38926174496644295,0.7030269271526778
1509,blattbu01,Buddy,Blattner,1942-04-18,1949-10-02,272,713,112,176,34,8,16,84.0,18.0,102,96.0,7.0,10.0,0.0,5,499.0,31.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272,0,0,1,173,23,14,0,0,0,0,0.0,0,0,19,253,0,0,0,0,0.0,0.0,0.003676470588235294,0.6360294117647058,0.08455882352941177,0.051470588235294115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06985294117647059,0.9301470588235294,0.0,0.0,0.0,0.0,1,1,1942.0,1949.0,0.24684431977559607,0.3425480769230769,0.38429172510518933,0.7268398020282663
1510,blausje01,Jeff,Blauser,1987-07-05,1999-10-03,1407,4522,691,1187,217,33,122,513.0,65.0,569,937.0,91.0,48.0,41.0,13,3191.0,188.0,555.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1407,0,0,0,140,124,1100,1,3,0,4,1.0,0,0,0,0,0,578,829,0,0.0,0.0,0.0,0.09950248756218906,0.08813077469793888,0.7818052594171997,0.0007107320540156361,0.0021321961620469083,0.0,0.0028429282160625444,0.0007107320540156361,0.0,0.0,0.0,0.0,0.0,0.4108031272210377,0.5891968727789624,0.0,1,1,1987.0,1999.0,0.26249447147279964,0.35040789224056157,0.40601503759398494,0.7564229298345465
1514,blaylma01,Marv,Blaylock,1950-09-26,1957-09-28,287,746,96,175,21,15,15,78.0,11.0,84,137.0,6.0,8.0,0.0,4,121.0,13.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287,0,0,212,0,0,0,4,0,5,9,0.0,0,0,0,287,0,0,0,0,0.0,0.0,0.7386759581881533,0.0,0.0,0.0,0.013937282229965157,0.0,0.017421602787456445,0.0313588850174216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1950.0,1957.0,0.23458445040214476,0.31398104265402843,0.3632707774798928,0.6772518201339213
1517,blefacu01,Curt,Blefary,1965-04-14,1972-10-04,974,2947,394,699,104,20,112,382.0,24.0,456,444.0,29.0,33.0,25.0,8,261.0,58.0,192.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,974,0,69,253,3,8,0,323,0,232,543,0.0,0,0,0,0,974,0,0,0,0.0,0.07084188911704312,0.2597535934291581,0.003080082135523614,0.008213552361396304,0.0,0.3316221765913758,0.0,0.23819301848049282,0.5574948665297741,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1965.0,1972.0,0.23719036308109942,0.33925501432664756,0.4000678656260604,0.739322879952708
1521,blessik01,Ike,Blessitt,1972-09-07,1972-10-04,4,5,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,1,1,1,0.0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1972.0,1972.0,0.0,0.0,0.0,0.0
1530,blockcy01,Cy,Block,1942-09-07,1946-09-23,17,53,9,16,1,1,0,5.0,2.0,7,3.0,0.0,0.0,0.0,3,29.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,0,0,2,13,0,0,0,0,0,0.0,0,0,11,6,0,0,0,0,0.0,0.0,0.0,0.11764705882352941,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.35294117647058826,0.0,0.0,0.0,0.0,1,1,1942.0,1946.0,0.3018867924528302,0.38333333333333336,0.3584905660377358,0.7418238993710692
1531,blockte01,Terry,Blocker,1985-04-11,1989-06-11,110,244,15,50,5,2,2,11.0,2.0,12,27.0,0.0,2.0,0.0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,1,0,0,0,0,0,5,64,5,74,0.0,0,0,0,0,0,110,0,0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.5818181818181818,0.045454545454545456,0.6727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1985.0,1989.0,0.20491803278688525,0.24031007751937986,0.26639344262295084,0.5067035201423307
1533,blombro01,Ron,Blomberg,1969-09-10,1978-10-01,461,1333,184,391,67,8,52,224.0,6.0,140,134.0,5.0,3.0,12.0,8,66.0,25.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461,0,0,142,0,0,0,4,0,75,79,180.0,0,0,0,0,400,61,0,0,0.0,0.0,0.3080260303687636,0.0,0.0,0.0,0.008676789587852495,0.0,0.16268980477223427,0.17136659436008678,0.39045553145336226,0.0,0.0,0.0,0.0,0.8676789587852495,0.13232104121475055,0.0,0.0,1,0,1969.0,1978.0,0.2933233308327082,0.35900870730073675,0.47261815453863465,0.8316268618393714
1536,bloodji01,Jimmy,Bloodworth,1937-09-14,1951-08-21,1002,3519,347,874,160,20,62,451.0,19.0,202,407.0,16.0,51.0,0.0,11,2573.0,129.0,612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002,0,0,54,865,24,3,0,0,5,5,0.0,0,359,266,377,0,0,0,0,0.0,0.0,0.05389221556886228,0.8632734530938124,0.023952095808383235,0.0029940119760479044,0.0,0.0,0.00499001996007984,0.00499001996007984,0.0,0.0,0.3582834331337325,0.2654690618762475,0.37624750499001997,0.0,0.0,0.0,0.0,1,1,1937.0,1951.0,0.24836601307189543,0.28827877507919747,0.35805626598465473,0.6463350410638522
1537,bloombu01,Bud,Bloomfield,1963-09-25,1964-06-22,8,7,1,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0,3,1,2,0,0,0,0,0.0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0.375,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1963.0,1964.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857
1538,bloomwi01,Willie,Bloomquist,2002-09-01,2015-06-28,1055,2891,398,778,110,23,18,225.0,133.0,189,494.0,16.0,25.0,15.0,14,1141.0,57.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055,0,0,47,141,142,305,109,124,122,339,46.0,0,0,0,0,0,0,665,390,0.0,0.0,0.04454976303317536,0.13364928909952606,0.13459715639810427,0.2890995260663507,0.1033175355450237,0.11753554502369669,0.11563981042654028,0.32132701421800947,0.043601895734597156,0.0,0.0,0.0,0.0,0.0,0.0,0.6303317535545023,0.3696682464454976,1,1,2002.0,2015.0,0.2691110342442062,0.31345663265306123,0.3417502594258042,0.6552068920788654
1539,blossgr01,Greg,Blosser,1993-09-05,1994-04-17,22,39,3,3,1,0,0,2.0,1.0,6,11.0,0.0,0.0,0.0,2,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,0,0,0,0,10,0,2,12,2.0,0,0,0,0,0,0,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.09090909090909091,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1993.0,1994.0,0.07692307692307693,0.2,0.10256410256410256,0.3025641025641026
1541,blowemi01,Mike,Blowers,1989-09-01,1999-10-03,761,2300,290,591,116,8,78,365.0,7.0,248,610.0,6.0,15.0,16.0,11,986.0,91.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761,0,1,108,0,616,1,16,0,6,22,18.0,0,0,0,0,0,107,654,0,0.0,0.001314060446780552,0.14191852825229961,0.0,0.80946123521682,0.001314060446780552,0.02102496714848883,0.0,0.00788436268068331,0.02890932982917214,0.023653088042049936,0.0,0.0,0.0,0.0,0.0,0.14060446780551905,0.859395532194481,0.0,1,1,1989.0,1999.0,0.2569565217391304,0.32688588007736946,0.4160869565217391,0.7429728365991086
1543,bluegos01,Ossie,Bluege,1922-04-24,1939-07-13,1867,6440,883,1751,276,67,43,848.0,140.0,723,515.0,71.0,218.0,0.0,18,3926.0,250.0,448.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1867,0,0,14,133,1483,180,5,0,0,5,0.0,0,1867,0,0,0,0,0,0,0.0,0.0,0.007498660953401178,0.0712372790573112,0.7943224424209963,0.09641135511515801,0.002678093197643278,0.0,0.0,0.002678093197643278,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1922.0,1939.0,0.2718944099378882,0.34151905528717125,0.3555900621118012,0.6971091173989725
1544,bluegot01,Otto,Bluege,1932-04-12,1933-10-01,109,291,18,62,6,2,0,18.0,0.0,26,29.0,0.0,6.0,0.0,2,272.0,29.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,0,0,0,10,1,95,0,0,0,0,0.0,0,109,0,0,0,0,0,0,0.0,0.0,0.0,0.09174311926605505,0.009174311926605505,0.8715596330275229,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1932.0,1933.0,0.21305841924398625,0.2724458204334365,0.24742268041237114,0.5198685008458077
1546,bluelu01,Lu,Blue,1921-04-14,1933-04-25,1615,5904,1151,1696,319,109,44,695.0,151.0,1092,436.0,43.0,168.0,0.0,13,1017.0,193.0,1187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615,0,0,1568,0,0,0,0,1,0,1,0.0,0,1615,0,0,0,0,0,0,0.0,0.0,0.9708978328173374,0.0,0.0,0.0,0.0,0.0006191950464396285,0.0,0.0006191950464396285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1921.0,1933.0,0.2872628726287263,0.3928125433606216,0.40057588075880757,0.7933884241194291
1548,bluhmre01,Red,Bluhm,1918-07-03,1918-07-03,1,1,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1918.0,1918.0,0.0,0.0,0.0,0.0
1551,blumge01,Geoff,Blum,1999-08-09,2012-07-17,1389,3966,446,990,206,15,99,479.0,19.0,332,667.0,33.0,21.0,40.0,14,2075.0,82.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1389,0,0,80,217,677,208,61,0,5,64,5.0,0,0,0,0,0,0,1256,133,0.0,0.0,0.05759539236861051,0.156227501799856,0.48740100791936647,0.14974802015838734,0.043916486681065514,0.0,0.003599712023038157,0.04607631389488841,0.003599712023038157,0.0,0.0,0.0,0.0,0.0,0.0,0.904247660187185,0.09575233981281497,1,0,1999.0,2012.0,0.24962178517397882,0.3085154826958106,0.38401412002017143,0.692529602715982
1554,boakch01,Chet,Boak,1960-09-18,1961-05-04,10,20,1,2,0,0,0,1.0,1.0,1,3.0,1.0,0.0,1.0,2,13.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,6,0,0,0,0,0,0,0.0,0,0,0,10,0,0,0,0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1960.0,1961.0,0.1,0.17391304347826086,0.1,0.27391304347826084
1556,boardfr01,Frederick,Boardman,1874-08-29,1874-08-29,1,4,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,1,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1874.0,1874.0,0.25,0.25,0.25,0.5
1558,bocachi01,Hiram,Bocachica,2000-09-13,2007-07-17,272,535,69,115,28,1,15,37.0,16.0,41,139.0,2.0,4.0,2.0,8,69.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272,0,0,0,23,10,0,35,84,44,159,6.0,0,0,0,0,0,0,272,0,0.0,0.0,0.0,0.08455882352941177,0.03676470588235294,0.0,0.12867647058823528,0.3088235294117647,0.16176470588235295,0.5845588235294118,0.022058823529411766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2000.0,2007.0,0.21495327102803738,0.2705479452054795,0.35514018691588783,0.6256881321213673
1560,bocekmi01,Milt,Bocek,1933-09-03,1934-08-02,30,60,6,16,2,0,1,6.0,0.0,9,11.0,0.0,0.0,0.0,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,0,0,0,0,0,12,1,3,16,0.0,0,30,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.03333333333333333,0.1,0.5333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1933.0,1934.0,0.26666666666666666,0.36231884057971014,0.35,0.7123188405797101
1561,bochtbr01,Bruce,Bochte,1974-07-19,1986-10-05,1538,5233,643,1478,250,21,100,658.0,43.0,653,662.0,13.0,44.0,51.0,12,643.0,90.0,839.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1538,0,0,1008,0,0,0,372,49,22,429,73.0,0,0,0,0,310,1228,0,0,0.0,0.0,0.6553966189856957,0.0,0.0,0.0,0.24187256176853056,0.03185955786736021,0.014304291287386216,0.2789336801040312,0.04746423927178153,0.0,0.0,0.0,0.0,0.20156046814044212,0.7984395318595578,0.0,0.0,0,0,1974.0,1986.0,0.28243837187081977,0.357691024357691,0.39556659659850946,0.7532576209562005
1565,bockmed01,Eddie,Bockman,1946-09-11,1949-10-02,199,474,54,109,16,4,11,56.0,5.0,46,87.0,1.0,4.0,0.0,4,267.0,18.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,0,0,0,10,135,1,1,0,0,1,0.0,0,0,0,199,0,0,0,0,0.0,0.0,0.0,0.05025125628140704,0.678391959798995,0.005025125628140704,0.005025125628140704,0.0,0.0,0.005025125628140704,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1946.0,1949.0,0.229957805907173,0.29714285714285715,0.350210970464135,0.6473538276069921
1567,bococbr01,Brian,Bocock,2008-03-31,2010-10-03,38,82,6,11,1,0,0,2.0,4.0,12,32.0,0.0,4.0,0.0,2,75.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,0,0,0,0,35,0,0,0,0,0.0,0,0,0,0,0,0,32,6,0.0,0.0,0.0,0.0,0.0,0.9210526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.15789473684210525,1,1,2008.0,2010.0,0.13414634146341464,0.23469387755102042,0.14634146341463414,0.38103534096565456
